run_dir,experiment_name,family,dataset,n_samples,k,generation_seed,seed_dataset,fc_enabled,fc_lower_percentile,fc_upper_percentile,question_id,question,gold_answer,majority_answer,eigenscore,correctness_score,is_correct,unique_generations,clip_fraction
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,dpql_1365,What was the name of the skunk in Bambi?,,Friend Owl.,-0.3909464622957467,,False,6,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,dpql_2073,"Which constellation has, uniquely, in Rigel and Betelgeuse, two of the ten brightest stars?",,Orion.,-5.509005698600042,,True,1,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,dpql_21,Whose gang travel around in the Mystery Machine?,,The Scooby-Doo gang.,-2.7589873741952458,,True,3,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,dpql_2188,"A swanee whistle was used to provide the voices of whom, in an animated tv series?",,Looney Tunes characters.,-1.6268910748203242,,False,5,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,dpql_231,Which serialised TV drama had a title that is a Lesbian slang term for oral sex?,,Tipping the Velvet.,-2.2712952402911215,,True,4,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,dpql_2858,Which 'Regal' male singer provided the half-time entertainment for the 2007 Superbowl?,,Prince.,-1.3990995889227746,,True,5,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,dpql_5975,"Cain dwelt in the Land of Nod, which was where on the Biblical compass?",,East of Eden.,-4.529136530410701,,True,2,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,dpql_6246,Which duo created the “Dagenham dialogues”?,,The Dagenham Dialogues were created by John Cleese and Eric Idle.,2.358110866529708,,False,10,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,dpql_6276,Sanskrit is an ancient language of which modern day country?,,India.,-4.866785316200518,,True,1,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,dpql_654,The characters Denisov and Dolokhov appear in which famous novel?,,War and Peace.,-4.816332882926349,,True,1,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,jp_1391,What are the only two types of mammal that can lay eggs?,,The platypus and echidna.,-0.10846475961537912,,True,7,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,jp_2243,Which record label recorded The Supremes and The Jackson 5?,,Motown Records.,-4.858019184955891,,True,1,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,jp_4426,What city has a neighborhood called Little Havana?,,Miami.,-3.53280811782876,,True,2,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,odql_1436,"In 1942, which town was destroyed by Nazis in reprisal for the assassination of Reinhard Heydrick?",,Jassy.,-0.6616076437539709,,False,6,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,odql_14908,Geoff Keegan was leader at which youth club on TV throughout the 1990s?,,Noel's House Party.,0.7546992807197027,,False,7,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,odql_2086,"Which unit of weight, equal to one gram per 9,000 metres, is used to measure the fineness of nylon?",,The unit of weight is denier.,2.555215834569963,,True,9,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,odql_3814,In which race did Zola Budd and Mary Decker famously collide at the 1984 Olympics?,,The 3000 meters.,-0.2371753791966072,,True,8,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,odql_5979,Which company manufactures the Playstation video games console?,,Sony.,-4.9242787221363,,True,1,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,odql_661,"Which 19th century king sired ten illegitimate children, by the Irish comedienne, Dorothea Jordan?",,King George IV of the United Kingdom.,-1.7345319066172942,,False,5,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,odql_723,What sort of plant is 'Bladderwrack'?,,Bladderwrack is a type of seaweed.,-3.032183439201237,,True,4,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,odql_8712,What name is given to the temperature of -273.15 degrees Celsius?,,Absolute zero.,-4.785160282169038,,True,1,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,qb_2151,What colour are the flowers of a hawkbit plant?,,The flowers of a hawkbit plant are typically yellow.,0.3515945465060454,,True,8,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,qb_2869,"In the novel ‘Jane Eyre’ by Charlotte Bronte, what is the name of Mr Rochester’s first wife?",,Bertha Mason.,-4.557247974062621,,True,2,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,qb_306,Antigonus is a character in which Shakespeare play?,,"Antigonus is a character in ""A Winter's Tale"".",-1.6924190788502962,,True,5,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,qb_4324,The Hindhead Tunnel is in which English county?,,Surrey.,-4.874979347868782,,True,1,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,qb_4395,The UK television series ‘Father Ted’ is set on which fictional island?,,Craggy Island.,-4.793586551700588,,True,1,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,qb_5224,"In the television series ‘Thunderbirds’, what is Lady Penelope’s surname?",,Creighton-Ward.,-5.528625739415832,,True,1,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,qb_5778,"Which former Italian Prime Minister was kidnapped by The Red Brigade in 1978, and killed after 55 days in captivity?",,It was Aldo Moro.,-1.2877758697228825,,True,5,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,qb_6790,"Scottish artist, Sir Henry Raeburn was knighted by which British monarch in 1822?",,King George IV.,-5.518317318959523,,True,1,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,qb_7817,How many ‘E’ tiles are provided in a Scrabble game?,,7,1.459726906781648,,False,8,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,qb_9518,"In the children’s television series ‘Fireball XL5’, what is the name of the robot co-pilot of XL5?",,Major Zero.,-2.736924128148453,,False,4,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,qb_9823,"In the Jewish calendar, Sivan is which month of the religious year?",,The third month.,-4.596238062436662,,True,2,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,qf_1973,The Northern Line is represented by which colour on the map of the Underground?,,Purple.,-2.82392750698365,,False,3,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,qf_792,Who designed the Queen's wedding dress?,,The Queen's wedding dress was designed by Norman Norell.,-2.5116316131962106,,False,4,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,qg_1358,"What noted film director and producer, born on May 14, 1944, founded the theatre audio company THX, and the visual effects company Industrial Light and Magic, among others?",,George Lucas.,-5.5285400613942866,,True,1,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,qg_2992,"According to Sammy Haggar, what can't he drive?",,He can't drive a car.,-1.4283403676737458,,False,5,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,qg_348,What Canadian province lies between British Columbia and Saskatchewan?,,Alberta.,-4.908412966713468,,True,1,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,qg_4371,"What author penned a satirical essay in 1729, entitled A Modest Proposal, modestly proposing that the poor should eat their babies?",,Jonathan Swift.,-3.869264098171809,,True,3,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,qg_4604,"With a motto of Always Ready, Always There, what US military branch had it's founding on Dec 14, 1636?",,The United States Marine Corps.,-3.6173090290992262,,False,3,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,qg_736,Who famously described England as “a nation of shopkeepers”?,,David Ricardo.,-1.9440204445084177,,False,4,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,qw_11099,With what is FIFA usually associated?,,Soccer.,-2.6675585896778853,,False,3,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,qw_12041,"What was the name of the operation whereby 1,373 U.S. citizens and 5,595 Vietnamese and foreign nationals were evacuated from the South Vietnamese capital of Saigon on 29 and 30 April 1975?",,Operation Frequent Wind.,-4.564287312909687,,True,2,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,qw_1527,"In a film script, what do the letters ECU mean?",,Electronic Control Unit.,-0.10502970207489533,,False,6,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,qw_15539,"Which is the style of music, characterised by staccato offbeat rhythms, and owing much to the influence of mento, jazz, ska and rhythm and blues?",,Calypso.,-0.5945968193844378,,False,6,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,qw_1933,"What remake of a British science-fiction serial broadcast by BBC Television in the summer of 1953 was staged live by BBC Four in 2005 with actors Jason Flemyng, Mark Gatiss, Andrew Tiernan, Indira Varma, David Tennant and Adrian Bower?",,The Quatermass and the Pit.,-3.2899979067018315,,False,3,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,qw_2146,In which city are the Oscar statuettes made?,,"Los Angeles, California.",-2.1501769929310046,,False,4,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,qw_6358,What name is given to the syndrome which involves a delusion that the affected person can transform or has transformed into an animal?,,Hyperthymesia.,-0.5670923633199884,,False,6,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,qw_6656,"The Ironman World Championship, which has been held annually in Hawaii since 1978, with an additional race in 1982, involves which sport?",,Ironman triathlon.,-4.54600653783295,,True,2,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,qw_6825,In which novel does Michael Henchard sell his wife and child for 5 guineas?,,Jude the Obscure by Thomas Hardy.,-2.3002764378944502,,False,4,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,qw_7457,"""The song """"Love is All Around"""" by Wet Wet Wet featured on the soundtrack for which 1994 film?""",,Four Weddings and a Funeral.,-5.501650662013847,,True,1,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,qz_2532,What is the name of the London Underground station in EastEnders?,,Walford East.,-4.831722628030619,,True,1,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,qz_340,Who wrote The Importance Of Being Earnest?,,Oscar Wilde.,-4.903754788733135,,True,1,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,qz_3433,Who designed Madonna's wedding dress for her marriage to Guy Ritchie?,,Stella McCartney.,-3.636157798462274,,True,3,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,qz_4540,"Which London river, now flowing underground, rises in Hampstead, flows through St. Pancras, down Farringdon Street and enters the Thames by Blackfriars Bridge?",,The River Fleet.,-5.518071344838088,,True,1,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,qz_603,In which city would you find O'Hare International Airport?,,Chicago.,-4.919979744566043,,True,1,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,qz_6079,Which method of painting consists of applying pigment to wet plaster?,,Fresco.,-3.6855660556605323,,True,2,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,qz_6273,Who was the second wife of Henry VIII?,,Anne Boleyn.,-4.886330000931934,,True,1,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,qz_952,What word is given to a point in tennis which has to be replayed?,,Let,-4.829692551720382,,True,1,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,sfq_11998,Who directed the 2011 Palme d'Or winning film 'The Tree Of Life'?,,Terrence Malick.,-4.467491961491506,,True,2,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,sfq_12189,Who was the first overseas manager to win the Premier League title?,,Graham Taylor of Aston Villa.,2.274822800313582,,False,9,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,sfq_14710,"Which UK city is traditionally associated with jute, jam and journalism?",,Glasgow.,-4.785366903062531,,False,1,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,sfq_15048,Which car company has owned the Lagonda name since 1947?,,Aston Martin.,-2.32978355292759,,True,4,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,sfq_15658,Which National Trust property in Wiltshire was once owned by William Henry Fox-Talbot the pioneer of photography?,,Lacock Abbey.,-3.710274143499703,,True,3,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,sfq_16585,In which Verdi opera do the gypsies sing the 'Anvil Chorus'?,,Nabucco.,-5.5097889420416575,,False,1,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,sfq_17299,"""What does the Latin phrase """"primus inter pares """" mean?""",,"""Primus inter pares"" is a Latin phrase meaning ""first among equals.""",-1.7035981020210798,,False,6,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,sfq_17511,For which TV show does the Dave Arch orchestra regularly provide the musical accompaniment?,,"The Dave Arch Orchestra provides the musical accompaniment for the TV show ""Days of Our Lives"".",0.5564944387145436,,False,7,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,sfq_19994,"Which villain, played by Richard Kiel, appeared in two James Bond movies, 'The Spy Who Loved Me' and 'Moonraker'?",,Jaws.,-5.528066056648112,,True,1,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,sfq_20297,Who was the original drummer/singer with the Monkees pop group?,,Michael Nesmith.,-2.2662147503457404,,False,4,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,sfq_20461,Prior to Andy Murray who was the last British player to contest a tennis Grand Slam singles final?,,Virginia Wade.,-2.645682308297629,,False,4,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,sfq_21789,"From 1791 to 1803, Toussaint L’Ouverture led a revolt against France on which island?",,Saint-Domingue (present-day Haiti).,-4.492388815380129,,True,2,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,sfq_23291,Which team did Jose Mourinho manage to win the 2004 UEFA Champions League Final - beating Monaco 3-0?,,Porto.,-4.479892558270434,,True,2,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,sfq_25127,What is the five-letter name for Norway as used on its stamps?,,NORWAY,-2.4337023966526123,,False,3,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,sfq_25397,For which bank was Nick Leeson working at the time of his criminal dealings?,,Barings Bank.,-4.812683289620463,,True,1,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,sfq_25458,Estelle Parsons won a best supporting actress Oscar for her role in which 1967 film?,,Bonnie and Clyde.,-5.515201355729933,,True,1,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,sfq_4354,"When Jim Laker took 19 wickets in the Old Trafford Test Match in 1956, who was the Australian captain?",,The Australian captain was Richie Benaud.,-2.993138800588919,,True,4,
baseline_qa820_n100_k10_ds42_gs42,baseline_qa820_n100_k10_ds42_gs42,baseline,qa820,100.0,10,42,42,False,,,sfq_5157,By what name was the shipping area Fitzroy known until 2002?,,The shipping area Fitzroy was known as the Port of Fitzroy until 2002.,2.2031239272308696,,False,9,
